epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,49,,0.7264127135276794,,
0,99,,1.0887402296066284,,
0,149,,0.7158464193344116,,
0,199,,0.5496459603309631,,
0,249,,0.7065216302871704,,
0,299,,0.39697256684303284,,
0,349,,0.629898190498352,,
0,399,,0.382813423871994,,
0,449,,0.2510523498058319,,
0,499,,0.4730968475341797,,
0,549,,0.306354820728302,,
0,599,,0.44613519310951233,,
0,649,,0.33295443654060364,,
0,699,,0.3131987452507019,,
0,749,,0.2732178270816803,,
0,799,,0.40344712138175964,,
0,849,,0.4119641184806824,,
0,899,,0.1706475168466568,,
0,949,,0.5352351069450378,,
0,999,,0.304874986410141,,
0,1049,,0.42845577001571655,,
0,1099,,0.3597090244293213,,
0,1149,,0.4779784083366394,,
,0,,,,0.2812662720680237
,1,,,,0.5636885166168213
,2,,,,0.5289846062660217
,3,,,,0.3572041690349579
,4,,,,0.5872635245323181
,5,,,,0.21166470646858215
,6,,,,0.2896578013896942
,7,,,,0.23237326741218567
,8,,,,0.4569229781627655
,9,,,,0.28955426812171936
,10,,,,0.5273330807685852
,11,,,,0.23196598887443542
,12,,,,0.3122621178627014
,13,,,,0.35618099570274353
,14,,,,0.5133137702941895
,15,,,,0.2417353093624115
,16,,,,0.4003792405128479
,17,,,,0.27729400992393494
,18,,,,0.36306020617485046
,19,,,,0.7328975796699524
,20,,,,0.16524577140808105
,21,,,,0.28685492277145386
,22,,,,0.19591356813907623
,23,,,,0.2789263129234314
,24,,,,0.3876692056655884
,25,,,,0.3201984763145447
,26,,,,0.29197990894317627
,27,,,,0.2821551263332367
,28,,,,0.41436564922332764
,29,,,,0.22709767520427704
,30,,,,0.2362871617078781
,31,,,,0.32510071992874146
,32,,,,0.36465269327163696
,33,,,,0.23174378275871277
,34,,,,0.6240140199661255
,35,,,,0.439115434885025
,36,,,,0.20491237938404083
,37,,,,0.28336963057518005
,38,,,,0.24780473113059998
,39,,,,0.480214387178421
