epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,49,,1.8556010723114014,,
0,99,,0.9175227284431458,,
0,149,,0.5760427713394165,,
0,199,,0.7041633725166321,,
0,249,,0.725594162940979,,
0,299,,0.7738025188446045,,
0,349,,0.7546582818031311,,
0,399,,0.3615465462207794,,
0,449,,0.690808892250061,,
0,499,,0.43754035234451294,,
0,549,,0.7815963625907898,,
0,599,,0.4668239951133728,,
0,649,,0.3595806658267975,,
0,699,,0.4215465188026428,,
0,749,,0.5161568522453308,,
0,799,,0.46589186787605286,,
0,849,,0.4174002707004547,,
0,899,,0.2646414339542389,,
0,949,,0.6054754257202148,,
0,999,,0.2407892346382141,,
0,1049,,0.6940935850143433,,
0,1099,,0.4883617162704468,,
0,1149,,0.3854271173477173,,
,0,,,,0.28560900688171387
,1,,,,0.4079244136810303
,2,,,,0.38792526721954346
,3,,,,0.2125113606452942
,4,,,,0.39821773767471313
,5,,,,0.3296554386615753
,6,,,,0.4025989770889282
,7,,,,0.2987181544303894
,8,,,,0.4573199152946472
,9,,,,0.29692524671554565
,10,,,,0.5962058305740356
,11,,,,0.2877694070339203
,12,,,,0.42208611965179443
,13,,,,0.4431767165660858
,14,,,,0.39837583899497986
,15,,,,0.294060617685318
,16,,,,0.3525490462779999
,17,,,,0.306460976600647
,18,,,,0.31038662791252136
,19,,,,0.5205426812171936
,20,,,,0.23100142180919647
,21,,,,0.21795956790447235
,22,,,,0.18503093719482422
,23,,,,0.359788179397583
,24,,,,0.4902954697608948
,25,,,,0.31848278641700745
,26,,,,0.27011075615882874
,27,,,,0.3007456064224243
,28,,,,0.5490225553512573
,29,,,,0.33441615104675293
,30,,,,0.2813144028186798
,31,,,,0.4160792827606201
,32,,,,0.3688220679759979
,33,,,,0.33537572622299194
,34,,,,0.27284660935401917
,35,,,,0.36342212557792664
,36,,,,0.2906043827533722
,37,,,,0.4108523428440094
,38,,,,0.3577427268028259
,39,,,,0.6429218649864197
,40,,,,0.6780006885528564
,41,,,,0.593456506729126
,42,,,,0.5892187356948853
,43,,,,0.5080440640449524
,44,,,,0.5634188055992126
,45,,,,0.34486907720565796
,46,,,,0.330378919839859
,47,,,,0.37856724858283997
,48,,,,0.29224273562431335
,49,,,,0.2954114079475403
,50,,,,0.32072073221206665
,51,,,,0.15606248378753662
,52,,,,0.12077371031045914
,53,,,,0.29264262318611145
,54,,,,0.38716524839401245
,55,,,,0.13822002708911896
,56,,,,0.2730601131916046
,57,,,,0.25683555006980896
,58,,,,0.27516570687294006
,59,,,,0.18435542285442352
,60,,,,0.31480860710144043
,61,,,,0.2729780673980713
,62,,,,0.3825157880783081
,63,,,,0.33506083488464355
,64,,,,0.2564981281757355
,65,,,,0.2452145218849182
,66,,,,0.2857624888420105
,67,,,,0.19879576563835144
,68,,,,0.17116989195346832
,69,,,,0.21960978209972382
,70,,,,0.3344403803348541
,71,,,,0.21211276948451996
,72,,,,0.2475588023662567
,73,,,,0.3773735463619232
,74,,,,0.2921692728996277
,75,,,,0.4988686740398407
,76,,,,0.3481638431549072
,77,,,,0.49498435854911804
,78,,,,0.4078897535800934
,79,,,,0.2596762478351593
,80,,,,0.3061867952346802
,81,,,,0.1889704316854477
,82,,,,0.3162977993488312
,83,,,,0.2541026473045349
,84,,,,0.3722400367259979
,85,,,,0.4387832283973694
,86,,,,0.23116396367549896
,87,,,,0.2730346918106079
,88,,,,0.21411386132240295
,89,,,,0.37998032569885254
,90,,,,0.4161343574523926
,91,,,,0.3429713845252991
,92,,,,0.5744614601135254
,93,,,,0.4287024438381195
,94,,,,0.24191410839557648
,95,,,,0.42775553464889526
,96,,,,0.5512644052505493
,97,,,,0.3268991708755493
,98,,,,0.40868452191352844
