epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,49,,0.5185609459877014,,
0,99,,0.5121767520904541,,
0,149,,0.2910314202308655,,
0,199,,0.4806137979030609,,
0,249,,0.29584410786628723,,
0,299,,0.3336942195892334,,
0,349,,0.24376875162124634,,
0,399,,0.2534659802913666,,
0,449,,0.36520302295684814,,
0,499,,0.20249558985233307,,
0,549,,0.3754173517227173,,
,0,,,,0.20929782092571259
,1,,,,0.30900076031684875
,2,,,,0.2911159098148346
,3,,,,0.22919373214244843
,4,,,,0.22515134513378143
,5,,,,0.21080127358436584
,6,,,,0.28510454297065735
,7,,,,0.2866089344024658
,8,,,,0.2996366322040558
,9,,,,0.44144198298454285
,10,,,,0.1557014286518097
,11,,,,0.308184415102005
,12,,,,0.3134884834289551
,13,,,,0.25646206736564636
,14,,,,0.261465460062027
,15,,,,0.12512445449829102
,16,,,,0.3708679974079132
,17,,,,0.2008523792028427
,18,,,,0.15149711072444916
,19,,,,0.2997417747974396
,20,,,,0.508783757686615
,21,,,,0.44215789437294006
,22,,,,0.3049842417240143
,23,,,,0.3380095362663269
,24,,,,0.11528466641902924
,25,,,,0.16922995448112488
,26,,,,0.18042510747909546
,27,,,,0.128956601023674
,28,,,,0.17550702393054962
,29,,,,0.1772402822971344
,30,,,,0.1966038942337036
,31,,,,0.29979535937309265
,32,,,,0.1293516755104065
,33,,,,0.22672203183174133
,34,,,,0.14174455404281616
,35,,,,0.2006615400314331
,36,,,,0.18577276170253754
,37,,,,0.38611066341400146
,38,,,,0.3344712257385254
,39,,,,0.12816084921360016
,40,,,,0.12713873386383057
,41,,,,0.1783115714788437
,42,,,,0.18742628395557404
,43,,,,0.17798353731632233
,44,,,,0.25568729639053345
,45,,,,0.4079454839229584
,46,,,,0.3162374198436737
,47,,,,0.2713147699832916
,48,,,,0.39691242575645447
,49,,,,0.3428318500518799
,50,,,,0.46864232420921326
,51,,,,0.25169992446899414
,52,,,,0.22122590243816376
,53,,,,0.6712261438369751
,54,,,,0.14322179555892944
,55,,,,0.21917064487934113
,56,,,,0.13259883224964142
,57,,,,0.2415802776813507
,58,,,,0.20966365933418274
,59,,,,0.24721172451972961
,60,,,,0.2540473937988281
